instno,instlvl,couninstno,cityinstno,instname,fullname,shortname,status
341003016,3,341003,3410,黄山区永丰乡营业所,黄山区永丰乡营业所,永丰乡营业所,0
341003017,3,341003,3410,黄山区仙源镇营业所,黄山区仙源镇营业所,仙源镇营业所,0
341003018,3,341003,3410,黄山市太平路营业所,黄山市太平路营业所,太平路营业所,0
341003019,3,341003,3410,黄山市龙井路营业所,黄山市龙井路营业所,龙井路营业所,0
341003020,3,341003,3410,黄山区耿城镇营业所,黄山区耿城镇营业所,耿城镇营业所,0
341003022,3,341003,3410,黄山市寨西营业所,黄山市寨西营业所,寨西营业所,0
341003023,3,341003,3410,黄山市汤口营业所,黄山市汤口营业所,汤口营业所,0
341021,2,341021,3410,歙县,歙县,歙县,0
341021001,3,341021,3410,歙县人民路营业所,歙县人民路营业所,人民路营业所,0
341021003,3,341021,3410,歙县王村镇营业所,歙县王村镇营业所,王村镇营业所,0
341021004,3,341021,3410,歙县溪头镇营业所,歙县溪头镇营业所,溪头镇营业所,0
341021005,3,341021,3410,歙县许村镇营业所,歙县许村镇营业所,许村镇营业所,0
341021006,3,341021,3410,歙县街口营业所,歙县街口营业所,街口营业所,0
341021007,3,341021,3410,歙县岔口镇营业所,歙县岔口镇营业所,岔口镇营业所,0
341021008,3,341021,3410,歙县深渡镇营业所,歙县深渡镇营业所,深渡镇营业所,0
341021009,3,341021,3410,歙县北岸镇营业所,歙县北岸镇营业所,北岸镇营业所,0
341021010,3,341021,3410,歙县杞梓里镇营业所,歙县杞梓里镇营业所,杞梓里镇营业所,0
341021011,3,341021,3410,歙县三阳乡营业所,歙县三阳乡营业所,三阳乡营业所,0
341021012,3,341021,3410,歙县霞坑镇营业所,歙县霞坑镇营业所,霞坑镇营业所,0
341021013,3,341021,3410,歙县武阳营业所,歙县武阳营业所,武阳营业所,0
341021014,3,341021,3410,歙县昌溪营业所,歙县昌溪营业所,昌溪营业所,0
341021015,3,341021,3410,歙县东门营业所,歙县东门营业所,东门营业所,0
341021016,3,341021,3410,歙县唐里营业所,歙县唐里营业所,唐里营业所,0
341021017,3,341021,3410,歙县北街营业所,歙县北街营业所,北街营业所,0
341021018,3,341021,3410,歙县璜田营业所,歙县璜田营业所,璜田营业所,0
341021019,3,341021,3410,歙县富堨镇营业所,歙县富堨镇营业所,富堨镇营业所,0
341021022,3,341021,3410,歙县上丰营业所,歙县上丰营业所,上丰营业所,0
341021024,3,341021,3410,歙县长陔营业所,歙县长陔营业所,长陔营业所,0
341021025,3,341021,3410,黄山市永佳大道营业所,黄山市永佳大道营业所,永佳大道营业所,0
341021026,3,341021,3410,黄山市徽州区潜口镇营业所 ,黄山市徽州区潜口镇营业所 ,潜口镇营业所,0
341022,2,341022,3410,休宁县,休宁县,休宁县,0
341022003,3,341022,3410,休宁县东临溪镇营业所,休宁县东临溪镇营业所,东临溪镇营业所,0
341022004,3,341022,3410,休宁县齐云山镇营业所,休宁县齐云山镇营业所,齐云山镇营业所,0
341022005,3,341022,3410,休宁县溪口镇营业所,休宁县溪口镇营业所,溪口镇营业所,0
341022006,3,341022,3410,休宁县五城镇营业所,休宁县五城镇营业所,五城镇营业所,0
341022008,3,341022,3410,休宁县兰田镇营业所,休宁县兰田镇营业所,兰田镇营业所,0
341022009,3,341022,3410,休宁县鹤城营业所,休宁县鹤城营业所,鹤城营业所,0
341022010,3,341022,3410,休宁县渭桥营业所,休宁县渭桥营业所,渭桥营业所,0
341022011,3,341022,3410,休宁县流口镇营业所,休宁县流口镇营业所,流口镇营业所,0
341022012,3,341022,3410,休宁县城北营业所,休宁县城北营业所,城北营业所,0
341022013,3,341022,3410,休宁县万安镇营业所,休宁县万安镇营业所,万安镇营业所,0
341022014,3,341022,3410,休宁县新城营业所,休宁县新城营业所,新城营业所,0
341023,2,341023,3410,黟县,黟县,黟县,0
341023001,3,341023,3410,黟县北街营业所,黟县北街营业所,北街营业所,0
341023003,3,341023,3410,黟县宏村镇营业所,黟县宏村镇营业所,宏村镇营业所,0
341023004,3,341023,3410,黟县渔亭镇营业所,黟县渔亭镇营业所,渔亭镇营业所,0
341023005,3,341023,3410,黟县洪星营业所,黟县洪星营业所,洪星营业所,0
341023006,3,341023,3410,黟县西递镇营业所,黟县西递镇营业所,西递镇营业所,0
341023007,3,341023,3410,黟县马道路营业所,黟县马道路营业所,马道路营业所,0
341024,2,341024,3410,祁门县,祁门县,祁门县,0
341024003,3,341024,3410,祁门县平里镇营业所,祁门县平里镇营业所,平里镇营业所,0
341024004,3,341024,3410,祁门县凫峰乡营业所,祁门县凫峰乡营业所,凫峰乡营业所,0
341024005,3,341024,3410,祁门县闪里镇营业所,祁门县闪里镇营业所,闪里镇营业所,0
341024006,3,341024,3410,祁门县历口镇营业所,祁门县历口镇营业所,历口镇营业所,0
341024007,3,341024,3410,祁门县北门营业所,祁门县北门营业所,北门营业所,0
341024008,3,341024,3410,祁门县安凌镇营业所,祁门县安凌镇营业所,安凌镇营业所,0
341024009,3,341024,3410,祁门县新兴路营业所,祁门县新兴路营业所,新兴路营业所,0
341024010,3,341024,3410,祁门县小路口镇营业所,祁门县小路口镇营业所,小路口镇营业所,0
3411,1,000000,3411,滁州地区,滁州,滁州,0
341101,2,341101,3411,滁州市,滁州市,滁州市,0
341101003,3,341101,3411,滁州市凤阳路营业所,滁州市凤阳路营业所,凤阳路营业所,9
341101004,3,341101,3411,滁州市凤凰路营业所,滁州市凤凰路营业所,凤凰路营业所,0
341101005,3,341101,3411,滁州市乌衣镇营业所,滁州市乌衣镇营业所,乌衣镇营业所,0
341101006,3,341101,3411,滁州市沙河镇营业所,滁州市沙河镇营业所,沙河镇营业所,0
341101008,3,341101,3411,滁州市南大桥营业所,滁州市南大桥营业所,南大桥营业所,0
341101010,3,341101,3411,滁州市珠龙镇营业所,滁州市珠龙镇营业所,珠龙镇营业所,0
341101011,3,341101,3411,滁州市章广镇营业所,滁州市章广镇营业所,章广镇营业所,0
341101012,3,341101,3411,滁州市丰乐路营业所,滁州市丰乐路营业所,丰乐路营业所,0
341101013,3,341101,3411,滁州市黄泥镇营业所,滁州市黄泥镇营业所,黄泥镇营业所,0
341101014,3,341101,3411,滁州市施集镇营业所,滁州市施集镇营业所,施集镇营业所,0
341101018,3,341101,3411,滁州市定远路营业所,滁州市定远路营业所,定远路营业所,0
341101019,3,341101,3411,滁州市腰铺镇营业所,滁州市腰铺镇营业所,腰铺镇营业所,0
341122,2,341122,3411,来安县,来安县,来安县,0
341122002,3,341122,3411,来安县鼓楼营业所,来安县鼓楼营业所,鼓楼营业所,0
341122003,3,341122,3411,来安县开发区营业所,来安县开发区营业所,开发区营业所,0
341122004,3,341122,3411,来安县二里桥营业所,来安县二里桥营业所,二里桥营业所,0
341122005,3,341122,3411,来安县东门营业所,来安县东门营业所,东门营业所,0
341122006,3,341122,3411,来安县西门营业所,来安县西门营业所,西门营业所,0
341122007,3,341122,3411,来安县水口镇营业所,来安县水口镇营业所,水口镇营业所,0
341122008,3,341122,3411,来安县半塔镇支行,来安县半塔镇支行,半塔镇支行,0
341122009,3,341122,3411,来安县汊河镇营业所,来安县汊河镇营业所,汊河镇营业所,0
341122011,3,341122,3411,来安县大英镇营业所,来安县大英镇营业所,大英镇营业所,0
341124,2,341124,3411,全椒县,全椒县,全椒县,0
341124002,3,341124,3411,全椒县二郎口镇营业所,全椒县二郎口镇营业所,二郎口镇营业所,0
341124003,3,341124,3411,全椒县新华路营业所,全椒县新华路营业所,新华路营业所,0
341124004,3,341124,3411,全椒县儒林路营业所,全椒县儒林路营业所,儒林路营业所,0
341124005,3,341124,3411,全椒县古河镇营业所,全椒县古河镇营业所,古河镇营业所,0
341124007,3,341124,3411,全椒县小集营业所,全椒县小集营业所,小集营业所,0
341124008,3,341124,3411,全椒县马厂镇营业所,全椒县马厂镇营业所,马厂镇营业所,0
341124009,3,341124,3411,全椒县十字镇营业所,全椒县十字镇营业所,十字镇营业所,0
341124010,3,341124,3411,全椒县石沛镇营业所,全椒县石沛镇营业所,石沛镇营业所,0
341124011,3,341124,3411,全椒县城东营业所,全椒县城东营业所,城东营业所,0
341124012,3,341124,3411,全椒县武岗镇营业所,全椒县武岗镇营业所,武岗镇营业所,0
341124013,3,341124,3411,全椒县襄水西路营业所,全椒县襄水西路营业所,襄水西路营业所,0
341125,2,341125,3411,定远县,定远县,定远县,0
341125002,3,341125,3411,定远县定城镇营业所,定远县定城镇营业所,定城镇营业所,0
341125003,3,341125,3411,定远县定滁路营业所,定远县定滁路营业所,定滁路营业所,0
341125004,3,341125,3411,定远县南环路营业所,定远县南环路营业所,南环路营业所,0
341125005,3,341125,3411,定远县东大街营业所,定远县东大街营业所,东大街营业所,9
341125006,3,341125,3411,定远县炉桥镇营业所,定远县炉桥镇营业所,炉桥镇营业所,0
341125008,3,341125,3411,定远县池河镇营业所,定远县池河镇营业所,池河镇营业所,0
341125009,3,341125,3411,定远县张桥镇营业所,定远县张桥镇营业所,张桥镇营业所,0
341125010,3,341125,3411,定远县吴圩镇营业所,定远县吴圩镇营业所,吴圩镇营业所,0
341125011,3,341125,3411,定远县仓镇营业所,定远县仓镇营业所,仓镇营业所,0
341125012,3,341125,3411,定远县永康镇营业所,定远县永康镇营业所,永康镇营业所,0
341125013,3,341125,3411,定远县迎宾路营业所,定远县迎宾路营业所,迎宾路营业所,0
341126,2,341126,3411,凤阳县,凤阳县,凤阳县,0
341126002,3,341126,3411,凤阳县中都营业所,凤阳县中都营业所,中都营业所,0
341126003,3,341126,3411,凤阳县刘府镇营业所,凤阳县刘府镇营业所,刘府镇营业所,0
341126005,3,341126,3411,凤阳县临淮关镇营业所,凤阳县临淮关镇营业所,临淮关镇营业所,0
341126006,3,341126,3411,凤阳县武店镇营业所,凤阳县武店镇营业所,武店镇营业所,0
341126007,3,341126,3411,凤阳县总铺镇营业所,凤阳县总铺镇营业所,总铺镇营业所,0
341126008,3,341126,3411,凤阳县李二庄营业所,凤阳县李二庄营业所,李二庄营业所,0
341126009,3,341126,3411,凤阳县大庙镇营业所,凤阳县大庙镇营业所,大庙镇营业所,0
341126010,3,341126,3411,凤阳县小溪河镇营业所,凤阳县小溪河镇营业所,小溪河镇营业所,0
341126012,3,341126,3411,凤阳县红心镇营业所,凤阳县红心镇营业所,红心镇营业所,0
341181,2,341181,3411,天长市,天长市,天长市,0
341181001,3,341181,3411,天长市铜城营业所,天长市铜城营业所,铜城营业所,0
341181002,3,341181,3411,天长市汊涧镇营业所,天长市汊涧镇营业所,汊涧镇营业所,0
341181003,3,341181,3411,天长市南市区营业所,天长市南市区营业所,南市区营业所,0
341181004,3,341181,3411,天长市秦栏镇支行,天长市秦栏镇支行,秦栏镇支行,0
341181005,3,341181,3411,天长市杨村镇营业所,天长市杨村镇营业所,杨村镇营业所,0
341181006,3,341181,3411,天长市石梁镇营业所,天长市石梁镇营业所,石梁镇营业所,0
341181008,3,341181,3411,天长市大通镇营业所,天长市大通镇营业所,大通镇营业所,0
341181009,3,341181,3411,天长市北门营业所,天长市北门营业所,北门营业所,0
341181010,3,341181,3411,天长市关塘营业所,天长市关塘营业所,关塘营业所,0
341181012,3,341181,3411,天长市仁和镇营业所,天长市仁和镇营业所,仁和镇营业所,0
341181013,3,341181,3411,天长市新大楼营业所,天长市新大楼营业所,新大楼营业所,0
341181014,3,341181,3411,天长市东门营业所,天长市东门营业所,东门营业所,0
341182,2,341182,3411,明光市,明光市,明光市,0
341182002,3,341182,3411,明光市三界镇营业所,明光市三界镇营业所,三界镇营业所,0
341182003,3,341182,3411,明光市涧溪镇营业所,明光市涧溪镇营业所,涧溪镇营业所,0
341182004,3,341182,3411,明光市张八岭镇营业所,明光市张八岭镇营业所,张八岭镇营业所,0
341182005,3,341182,3411,明光市管店镇营业所,明光市管店镇营业所,管店镇营业所,0
341182006,3,341182,3411,明光市石坝镇营业所,明光市石坝镇营业所,石坝镇营业所,0
341182007,3,341182,3411,明光市女山湖镇营业所,明光市女山湖镇营业所,女山湖镇营业所,0
341182008,3,341182,3411,明光市桥头镇营业所,明光市桥头镇营业所,桥头镇营业所,0
341182009,3,341182,3411,明光市古沛镇营业所,明光市古沛镇营业所,古沛镇营业所,0
341182010,3,341182,3411,明光市潘村镇新大街营业所 ,明光市潘村镇新大街营业所 ,潘村镇新大街营业所,0
341182011,3,341182,3411,明光市嘉山集营业所,明光市嘉山集营业所,嘉山集营业所,0
341182013,3,341182,3411,明光市四马路营业所,明光市四马路营业所,四马路营业所,0
341182014,3,341182,3411,明光市自来桥镇营业所,明光市自来桥镇营业所,自来桥镇营业所,0
341182015,3,341182,3411,明光市韩山路营业所,明光市韩山路营业所,韩山路营业所,0
341182016,3,341182,3411,明光市苏巷镇营业所,明光市苏巷镇营业所,苏巷镇营业所,0
3412,1,000000,3412,阜阳地区,阜阳,阜阳,0
341201,2,341201,3412,阜阳市,阜阳市,阜阳市,0
341201001,3,341201,3412,阜阳市鼓楼营业所,阜阳市鼓楼营业所,鼓楼营业所,9
341201002,3,341201,3412,阜阳市三里营业所,阜阳市三里营业所,三里营业所,0
341201003,3,341201,3412,阜阳市颖上路营业所,阜阳市颖上路营业所,颖上路营业所,0
341201004,3,341201,3412,阜阳市三十铺营业所,阜阳市三十铺营业所,三十铺营业所,0
341201005,3,341201,3412,阜阳市马寨乡营业所,阜阳市马寨乡营业所,马寨乡营业所,0
341201007,3,341201,3412,阜阳市口孜镇营业所,阜阳市口孜镇营业所,口孜镇营业所,0
341201008,3,341201,3412,阜阳市乌江营业所,阜阳市乌江营业所,乌江营业所,0
341201009,3,341201,3412,阜阳市闸东营业所,阜阳市闸东营业所,闸东营业所,0
341201011,3,341201,3412,阜阳市文峰营业所,阜阳市文峰营业所,文峰营业所,0
341201012,3,341201,3412,阜阳市西苑营业所,阜阳市西苑营业所,西苑营业所,9
341201013,3,341201,3412,阜阳市西郊营业所,阜阳市西郊营业所,西郊营业所,0
341201014,3,341201,3412,阜阳市小隅首营业所,阜阳市小隅首营业所,小隅首营业所,0
341201015,3,341201,3412,阜阳市桂花苑营业所,阜阳市桂花苑营业所,桂花苑营业所,0
341201016,3,341201,3412,阜阳市清河营业所,阜阳市清河营业所,清河营业所,0
341201017,3,341201,3412,阜阳市泉北营业所,阜阳市泉北营业所,泉北营业所,0
341201018,3,341201,3412,阜阳市永昌营业所,阜阳市永昌营业所,永昌营业所,0
341201019,3,341201,3412,阜阳市客运南站营业所,阜阳市客运南站营业所,客运南站营业所,0
341201020,3,341201,3412,阜阳市北京路营业所,阜阳市北京路营业所,北京路营业所,0
341201021,3,341201,3412,阜阳市西湖镇营业所,阜阳市西湖镇营业所,西湖镇营业所,0
341201023,3,341201,3412,阜阳市伍明镇营业所,阜阳市伍明镇营业所,伍明镇营业所,0
341201025,3,341201,3412,阜阳市闻集镇营业所,阜阳市闻集镇营业所,闻集镇营业所,0
341201026,3,341201,3412,阜阳市行流镇营业所,阜阳市行流镇营业所,行流镇营业所,0
341201027,3,341201,3412,阜阳市苏集乡营业所,阜阳市苏集乡营业所,苏集乡营业所,0
341201028,3,341201,3412,阜阳市宁老庄镇营业所,阜阳市宁老庄镇营业所,宁老庄镇营业所,0
341201030,3,341201,3412,阜阳市王店镇营业所,阜阳市王店镇营业所,王店镇营业所,0
341201031,3,341201,3412,阜阳市程集镇营业所,阜阳市程集镇营业所,程集镇营业所,0
341201032,3,341201,3412,阜阳市袁寨镇营业所,阜阳市袁寨镇营业所,袁寨镇营业所,0
341201033,3,341201,3412,阜阳市姜堂营业所,阜阳市姜堂营业所,姜堂营业所,0
341201034,3,341201,3412,阜阳市苏屯乡营业所,阜阳市苏屯乡营业所,苏屯乡营业所,0
341201035,3,341201,3412,阜阳市港利营业所,阜阳市港利营业所,港利营业所,0
341201037,3,341201,3412,阜阳市皖西北商贸城营业所 ,阜阳市皖西北商贸城营业所 ,皖西北商贸城营业所,0
341201038,3,341201,3412,阜阳市开发区营业所,阜阳市开发区营业所,开发区营业所,0
341201042,3,341201,3412,阜阳市三塔集镇营业所,阜阳市三塔集镇营业所,三塔集镇营业所,0
341221,2,341221,3412,临泉县,临泉县,临泉县,0
341221001,3,341221,3412,临泉县长官镇营业所,临泉县长官镇营业所,长官镇营业所,0
341221002,3,341221,3412,临泉县宋集镇营业所,临泉县宋集镇营业所,宋集镇营业所,0
341221003,3,341221,3412,临泉县张集镇营业所,临泉县张集镇营业所,张集镇营业所,0
341221004,3,341221,3412,临泉县艾亭镇营业所,临泉县艾亭镇营业所,艾亭镇营业所,0
341221005,3,341221,3412,临泉县杨桥镇营业所,临泉县杨桥镇营业所,杨桥镇营业所,0
341221006,3,341221,3412,临泉县老集镇营业所,临泉县老集镇营业所,老集镇营业所,0
341221007,3,341221,3412,临泉县滑集镇营业所,临泉县滑集镇营业所,滑集镇营业所,0
341221008,3,341221,3412,临泉县吕寨镇营业所,临泉县吕寨镇营业所,吕寨镇营业所,0
341221009,3,341221,3412,临泉县迎仙镇营业所,临泉县迎仙镇营业所,迎仙镇营业所,0
341221010,3,341221,3412,临泉县姜寨镇营业所,临泉县姜寨镇营业所,姜寨镇营业所,0
341221011,3,341221,3412,临泉县黄岭镇营业所,临泉县黄岭镇营业所,黄岭镇营业所,0
341221012,3,341221,3412,临泉县鲖城镇营业所,临泉县鲖城镇营业所,鲖城镇营业所,0
341221013,3,341221,3412,临泉县鸿雁营业所,临泉县鸿雁营业所,鸿雁营业所,0
341221015,3,341221,3412,临泉县邢塘营业所,临泉县邢塘营业所,邢塘营业所,0
341221016,3,341221,3412,临泉县周桥营业所,临泉县周桥营业所,周桥营业所,0
341221017,3,341221,3412,临泉县韦寨镇营业所,临泉县韦寨镇营业所,韦寨镇营业所,0
341221018,3,341221,3412,临泉县庞营营业所,临泉县庞营营业所,庞营营业所,0
341221019,3,341221,3412,临泉县瓦店镇营业所,临泉县瓦店镇营业所,瓦店镇营业所,0
341221020,3,341221,3412,临泉县谭棚镇营业所,临泉县谭棚镇营业所,谭棚镇营业所,0
341221021,3,341221,3412,临泉县白庙镇营业所,临泉县白庙镇营业所,白庙镇营业所,0
341221022,3,341221,3412,临泉县高塘营业所,临泉县高塘营业所,高塘营业所,0
341221023,3,341221,3412,临泉县花园营业所,临泉县花园营业所,花园营业所,0
341221024,3,341221,3412,临泉县城南营业所,临泉县城南营业所,城南营业所,0
341221025,3,341221,3412,临泉县鲖阳路营业所,临泉县鲖阳路营业所,鲖阳路营业所,0
341221026,3,341221,3412,临泉县城北营业所,临泉县城北营业所,城北营业所,0
341221027,3,341221,3412,临泉县关庙营业所,临泉县关庙营业所,关庙营业所,0
341221028,3,341221,3412,临泉县东城营业所,临泉县东城营业所,东城营业所,0
341222,2,341222,3412,太和县,太和县,太和县,0
341222001,3,341222,3412,太和县镜湖营业所,太和县镜湖营业所,镜湖营业所,0
341222002,3,341222,3412,太和县南大街营业所,太和县南大街营业所,南大街营业所,0
341222003,3,341222,3412,太和县城北营业所,太和县城北营业所,城北营业所,0
341222004,3,341222,3412,太和县车站营业所,太和县车站营业所,车站营业所,0
341222005,3,341222,3412,太和县团结路营业所,太和县团结路营业所,团结路营业所,0
341222006,3,341222,3412,太和县沙河路营业所,太和县沙河路营业所,沙河路营业所,0
341222007,3,341222,3412,太和县李兴镇营业所,太和县李兴镇营业所,李兴镇营业所,0
341222009,3,341222,3412,太和县税镇镇营业所,太和县税镇镇营业所,税镇镇营业所,0
341222010,3,341222,3412,太和县原墙镇营业所,太和县原墙镇营业所,原墙镇营业所,0
341222011,3,341222,3412,太和县三塔镇营业所,太和县三塔镇营业所,三塔镇营业所,0
341222012,3,341222,3412,太和县苗集镇营业所,太和县苗集镇营业所,苗集镇营业所,0
341222013,3,341222,3412,太和县宫集镇营业所,太和县宫集镇营业所,宫集镇营业所,0
341222014,3,341222,3412,太和县坟台镇营业所,太和县坟台镇营业所,坟台镇营业所,0
341222015,3,341222,3412,太和县清浅镇营业所,太和县清浅镇营业所,清浅镇营业所,0
341222016,3,341222,3412,太和县三堂镇营业所,太和县三堂镇营业所,三堂镇营业所,0
341222017,3,341222,3412,太和县桑郢镇营业所,太和县桑郢镇营业所,桑郢镇营业所,0
341222018,3,341222,3412,太和县五星镇营业所,太和县五星镇营业所,五星镇营业所,0
341222019,3,341222,3412,太和县旧县营业所,太和县旧县营业所,旧县营业所,0
341222020,3,341222,3412,太和县高庙镇营业所,太和县高庙镇营业所,高庙镇营业所,0
341222021,3,341222,3412,太和县阮桥镇营业所,太和县阮桥镇营业所,阮桥镇营业所,0
341222022,3,341222,3412,太和县关集镇营业所,太和县关集镇营业所,关集镇营业所,0
341222023,3,341222,3412,太和县双浮镇营业所,太和县双浮镇营业所,双浮镇营业所,0
341222024,3,341222,3412,太和县洪山镇营业所,太和县洪山镇营业所,洪山镇营业所,0
341222025,3,341222,3412,太和县赵庙镇营业所,太和县赵庙镇营业所,赵庙镇营业所,0
341222026,3,341222,3412,太和县肖口镇营业所,太和县肖口镇营业所,肖口镇营业所,0
341222027,3,341222,3412,太和县大新镇营业所,太和县大新镇营业所,大新镇营业所,0
341222028,3,341222,3412,太和县皮条孙镇营业所,太和县皮条孙镇营业所,皮条孙镇营业所,0
341222029,3,341222,3412,太和县蔡庙镇营业所,太和县蔡庙镇营业所,蔡庙镇营业所,0
341222030,3,341222,3412,太和县宋集营业所,太和县宋集营业所,宋集营业所,0
341222031,3,341222,3412,太和县长春营业所,太和县长春营业所,长春营业所,0
341222035,3,341222,3412,太和县胡总营业所,太和县胡总营业所,胡总营业所,0
341225,2,341225,3412,阜南县,阜南县,阜南县,0
341225001,3,341225,3412,阜南县淮河东路营业所,阜南县淮河东路营业所,淮河东路营业所,0
341225002,3,341225,3412,阜南县淮河西路营业所,阜南县淮河西路营业所,淮河西路营业所,0
341225003,3,341225,3412,阜南县城郊营业所,阜南县城郊营业所,城郊营业所,0
341225004,3,341225,3412,阜南县城北营业所,阜南县城北营业所,城北营业所,0
341225005,3,341225,3412,阜南县焦阳路营业所,阜南县焦阳路营业所,焦阳路营业所,0
341225006,3,341225,3412,阜南县黄岗镇营业所,阜南县黄岗镇营业所,黄岗镇营业所,0
341225008,3,341225,3412,阜南县柴集镇营业所,阜南县柴集镇营业所,柴集镇营业所,0
341225009,3,341225,3412,阜南县朱寨镇营业所,阜南县朱寨镇营业所,朱寨镇营业所,0
341225010,3,341225,3412,阜南县三塔镇营业所,阜南县三塔镇营业所,三塔镇营业所,0
341225011,3,341225,3412,阜南县焦陂镇营业所,阜南县焦陂镇营业所,焦陂镇营业所,0
341225012,3,341225,3412,阜南县中岗镇营业所,阜南县中岗镇营业所,中岗镇营业所,0
341225013,3,341225,3412,阜南县段郢乡营业所,阜南县段郢乡营业所,段郢乡营业所,0
